課程編號,課程名稱,上課日,開課日期,上/下午,上課時間,課程,每課,費用,會員費用,狀況
KZ30131,遊樂船隻二級操作人乙部考試研習速成,星期日,10月24日,晚上,7:00-10:00,全期6課,3小時,1010元,909元,網上名額已滿
KB30143,電工(Ａ牌)筆試測驗應試班,星期一,10月18日,晚上,8:30-10:00,全期6課,1小時30分,420元,378元,可接受報名
KD30147DQ,電工技術初階,星期三,10月27日,晚上,6:50-9:50,全期12課,1小時30分,820元,738元,網上名額已滿
NK30147BQ,電工技術初階,星期一,10月25日,晚上,7:00-10:00,全期12課,1小時30分,820元,738元,可接受報名
NK30148BQ,電工技術進階,星期二,12月07日,晚上,7:00-10:00,全期12課,1小時30分,840元,756元,可接受報名
NK30148DQ,電工技術進階,星期日,10月24日,上午,10:00-5:00,全期12課,1小時30分,840元,756元,不接受網上報名
KD30156,環保能源(太陽能)應用實習,星期日,11月14日,上午,10:00-5:00,全期1課,6小時,430元,387元,可接受報名
NK30158AQ,電力工程測試及儀表使用課程,星期日,12月05日,上午,10:00-4:00,全期6課,2小時30分,790元,711元,可接受報名
NK30141BQ,電工(Ａ牌)技能測驗研習班,星期四,11月04日,下午,2:00-5:00,全期12課,1小時30分,820元,738元,可接受報名
NK30143BQ,電工(Ａ牌)筆試測驗應試班,星期四,11月04日,上午,10:00-1:00,全期6課,1小時30分,420元,378元,可接受報名
KJ30147EQ,電工技術初階,星期四,11月04日,晚上,7:00-10:00,全期12課,1小時30分,820元,738元,網上名額已滿
NK30147CQ,電工技術初階,星期一,12月06日,晚上,7:00-10:00,全期12課,1小時30分,820元,738元,可接受報名
NK30148CQ,電工技術進階,星期六,10月30日,上午,10:00-5:00,全期12課,1小時30分,840元,756元,網上名額已滿
NK30153AQ,樓宇低壓配電系統設計初階,星期日,10月17日,上午,10:00-5:00,全期6課,3小時,790元,711元,可接受報名
LV30158,電力工程測試及儀表使用課程,星期日,10月24日,上午,10:00-12:30,全期6課,2小時30分,790元,711元,可接受報名
KV30161,家庭電器保養知識初階,星期四,12月02日,晚上,7:00-10:00,全期6課,3小時,780元,702元,網上名額已滿
NK30162C,家居裝修電工佈線訓練班,星期日,11月14日,上午,10:00-5:00,全期3課,6小時,980元,882元,可接受報名
KJ30171B,冷氣機(分體式)維修實習班,星期五,10月22日,晚上,7:00-10:00,全期4課,3小時,1140元,1026元,網上名額已滿
KJ30176,空調製冷設備技工(獨立系統)大工 *,星期一,三,10月18日,晚上,7:00-10:15,全期6課,3小時15分,2710元,2439元,課程已取消
KB30179B,電單車保養檢修知識班,星期三,10月27日,晚上,7:30-9:30,全期6課,2小時,700元,630元,可接受報名
KB30179E,電單車保養檢修知識班,星期六,10月23日,下午,2:30-4:30,全期6課,2小時,700元,630元,可接受報名
KB30183E,汽車保養檢修知識速成班,星期五,10月29日,晚上,7:00-10:00,全期6課,3小時,1310元,1179元,網上名額已滿
NK30183B,汽車保養檢修知識速成班,星期四,11月18日,晚上,7:00-10:00,全期6課,3小時,1310元,1179元,可接受報名
NK30162B,家居裝修電工佈線訓練班,星期六,12月04日,上午,10:00-5:00,全期3課,6小時,980元,882元,可接受報名
NK30166C,冷氣機維修知識,星期五,11月12日,下午,2:00-5:00,全期6課,3小時,850元,765元,可接受報名
NK30171B,冷氣機(分體式)維修實習班,星期六,11月20日,晚上,7:00-10:00,全期4課,3小時,1140元,1026元,可接受報名
KV30177,飲食業裝修工程知識入門,星期日,12月05日,下午,1:15-6:15,全期2課,5小時,510元,459元,網上名額已滿
KB30179C,電單車保養檢修知識班,星期四,10月28日,晚上,7:30-9:30,全期6課,2小時,700元,630元,可接受報名
KB30183A,汽車保養檢修知識速成班,星期一,10月18日,晚上,7:00-10:00,全期6課,3小時,1310元,1179元,網上名額已滿
KB30183H,汽車保養檢修知識速成班,星期日,10月24日,上午,9:30-12:30,全期6課,3小時,1310元,1179元,網上名額已滿
NK30183CQ,汽車保養檢修知識速成班,星期日,10月24日,上午,10:00-5:00,全期6課,3小時,1310元,1179元,網上名額已滿
KB30186,汽車保養檢修知識進階,星期二,10月26日,晚上,7:00-9:30,全期4課,2小時30分,790元,711元,網上名額已滿
NK30193B,貨車吊機新手操作員訓練課程,星期一,二,三,四,五,10月18日,上午,9:00-5:00,全期14課,7小時,9500元,8550元,網上名額已滿
KD30194AA,氣體焊接安全訓練課程,星期日,10月31日,上午,9:00-5:00,全期1課,7小時,300元,270元,可接受報名
KV30196,密閉空間核准工人訓練課程,星期五,12月10日,上午,9:00-6:00,全期1課,8小時,320元,288元,網上名額已滿
HD30198D,強制性基本安全訓練(平安咭),星期一,10月18日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
KH30198L,強制性基本安全訓練(平安咭),星期五,10月22日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
KV30198A,強制性基本安全訓練(平安咭),星期五,10月29日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,網上名額已滿
KB30185B,汽車保養檢修知識初階,星期一,10月18日,晚上,7:00-9:30,全期4課,2小時30分,640元,576元,網上名額已滿
NK30191B,汽車(冷氣原理、檢查及維修)保養入門,星期六,日,10月16日,上午,10:00-5:00,全期2課,6小時,1350元,1215元,可接受報名
NK30193C,貨車吊機新手操作員訓練課程,星期一,二,三,四,五,10月18日,上午,9:00-5:00,全期14課,7小時,9500元,8550元,不接受網上報名
KD30195EA,氣體焊接安全訓練(重新甄審)資格,星期四,11月18日,晚上,6:45-10:15,全期1課,3小時30分,150元,135元,不接受網上報名
KV30197,密閉空間作業核准工人安全訓練(重新,星期五,12月17日,上午,9:00-5:00,全期1課,7小時,320元,288元,不接受網上報名
KF30198H,強制性基本安全訓練(平安咭),星期二,10月26日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
KH30198M,強制性基本安全訓練(平安咭),星期五,10月29日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
KV30198B,強制性基本安全訓練(平安咭),星期五,11月05日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,可接受報名
NK30198J,強制性基本安全訓練(平安咭),星期日,10月24日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
NK30198L,強制性基本安全訓練(平安咭),星期日,11月07日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
NK30198N,強制性基本安全訓練(平安咭),星期日,11月28日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
NK30198Q,強制性基本安全訓練(平安咭),星期日,12月12日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
HD30200AB,強制性基本安全訓練(平安咭)重新甄審,星期二,10月19日,上午,9:30-1:00,全期1課,3小時30分,80元,72元,不接受網上報名
KV30200AB,強制性基本安全訓練(平安咭)重新甄審 *,星期一,10月18日,上午,9:30-1:00,全期1課,3小時30分,80元,72元,課程已取消
KV30200EB,強制性基本安全訓練(平安咭)重新甄審,星期二,11月09日,下午,2:00-5:30,全期1課,3小時30分,80元,72元,不接受網上報名
NK30198H,強制性基本安全訓練(平安咭) *,星期日,10月17日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,課程已取消
NK30198K,強制性基本安全訓練(平安咭),星期日,10月31日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
NK30198M,強制性基本安全訓練(平安咭),星期日,11月21日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
NK30198P,強制性基本安全訓練(平安咭),星期日,12月05日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
NK30198R,強制性基本安全訓練(平安咭),星期日,12月19日,上午,9:00-5:30,全期1課,7小時30分,150元,135元,不接受網上報名
KH30200EF,強制性基本安全訓練(平安咭)重新甄審,星期三,10月27日,晚上,6:50-10:20,全期1課,3小時30分,80元,72元,不接受網上報名
KV30200EA,強制性基本安全訓練(平安咭)重新甄審,星期二,11月02日,下午,2:00-5:30,全期1課,3小時30分,80元,72元,不接受網上報名
NK30200AD,強制性基本安全訓練(平安咭)重新甄審,星期六,10月23日,下午,2:00-5:30,全期1課,3小時30分,80元,72元,不接受網上報名
NK30200AF,強制性基本安全訓練(平安咭)重新甄審,星期六,12月11日,下午,2:00-5:30,全期1課,3小時30分,80元,72元,不接受網上報名
HC30202BG,駕駛改進計劃,星期六,10月16日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202BI,駕駛改進計劃,星期二,10月19日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202BK,駕駛改進計劃,星期六,10月23日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202BM,駕駛改進計劃,星期二,10月26日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202BO,駕駛改進計劃,星期六,10月30日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CB,駕駛改進計劃,星期二,11月02日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
NK30200AE,強制性基本安全訓練(平安咭)重新甄審,星期六,11月27日,下午,2:00-5:30,全期1課,3小時30分,80元,72元,不接受網上報名
KV30201A,安全健康督導員(建造業)證書〈SS〉,星期五,10月29日,晚上,7:00-10:00,全期14課,3小時,1120元,1008元,網上名額已滿
HC30202BH,駕駛改進計劃,星期一,10月18日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202BJ,駕駛改進計劃,星期四,10月21日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202BL,駕駛改進計劃,星期一,10月25日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202BN,駕駛改進計劃,星期四,10月28日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CA,駕駛改進計劃,星期日,11月14日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CC,駕駛改進計劃,星期四,11月04日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CE,駕駛改進計劃,星期二,11月09日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CG,駕駛改進計劃,星期六,11月13日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CI,駕駛改進計劃,星期四,11月18日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CK,駕駛改進計劃,星期二,11月23日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CM,駕駛改進計劃,星期六,11月27日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CO,駕駛改進計劃,星期二,11月30日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30203C,駕駛改進計劃,星期二,四,11月23日,晚上,6:30-10:30,全期2課,4小時,650元,650元,不接受網上報名
HC30202CD,駕駛改進計劃,星期一,11月08日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CF,駕駛改進計劃,星期四,11月11日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CH,駕駛改進計劃,星期二,11月16日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CJ,駕駛改進計劃,星期一,11月22日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CL,駕駛改進計劃,星期四,11月25日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30202CN,駕駛改進計劃,星期一,11月29日,上午,9:00-5:00,全期1課,7小時,650元,650元,不接受網上報名
HC30203B,駕駛改進計劃,星期二,四,10月19日,晚上,6:30-10:30,全期2課,4小時,650元,650元,不接受網上報名
KV30205,樹木工作安全訓練證明書課程,星期日,10月31日,上午,10:00-6:00,全期1課,7小時,250元,225元,網上名額已滿
HD30208C,公共服務車輛司機職前課程(基礎單元),星期四,11月04日,上午,9:00-6:00,全期1課,8小時,750元,675元,可接受報名
KV30209,磨輪安全安裝訓練證明書,星期日,01月16日,上午,10:00-5:00,全期1課,6小時,250元,225元,網上名額已滿
LA30211,空運危險品專業課程(Cat 1;3),星期日,11月14日,上午,10:00-6:00,全期5課,8小時,3000元,2700元,可接受報名
KV30214,電焊安全操作訓練,星期日,01月23日,上午,10:00-6:00,全期1課,7小時,250元,225元,網上名額已滿
NK30215BQ,家居維修知識,星期五,11月05日,晚上,7:00-10:00,全期12課,1小時30分,910元,819元,可接受報名
NK30217AQ,家居維修實習進階班,星期六,12月04日,上午,10:00-5:00,全期10課,3小時,2600元,2340元,網上名額已滿
LK30224EQ,油漆粉飾全科實習班,星期日,10月17日,上午,10:00-5:00,全期12課,2小時30分,2330元,2097元,網上名額已滿
NK30206,樹木工作安全訓練證明書重溫課程,星期日,11月21日,下午,2:00-5:30,全期1課,3小時30分,150元,135元,可接受報名
HD30208D,公共服務車輛司機職前課程(基礎單元),星期四,12月09日,上午,9:00-6:00,全期1課,8小時,750元,675元,可接受報名
KA30210,空運危險品認知証書(CAT4;5),星期日,10月24日,下午,2:00-6:00,全期1課,4小時,250元,225元,可接受報名
LA30212,處理空運鋰電池基本知識,星期日,12月12日,下午,1:30-6:30,全期1課,4小時,330元,297元,可接受報名
KV30215CQ,家居維修知識,星期二,11月02日,上午,10:00-1:00,全期12課,1小時30分,910元,819元,網上名額已滿
NK30216BQ,家居維修實習班,星期三,10月27日,上午,10:00-4:00,全期12課,2小時30分,2300元,2070元,網上名額已滿
KJ30223,木器傢俬油漆實習速成班,星期日,10月24日,上午,10:00-5:00,全期2課,6小時,1240元,1116元,可接受報名
NK30224BQ,油漆粉飾全科實習班,星期四,11月04日,上午,10:00-5:00,全期12課,2小時30分,2330元,2097元,可接受報名
NK30228A,藝術油漆實習班,星期六,11月20日,上午,10:00-5:00,全期5課,6小時,2630元,2367元,可接受報名
KR30229B,裝飾藝術-木器彩繪實習班,星期五,11月19日,上午,10:00-12:30,全期4課,2小時30分,920元,828元,可接受報名
KV30230B,水喉潔具初階,星期五,10月29日,晚上,8:35-10:05,全期11課,1小時30分,810元,729元,網上名額已滿
NK30230CQ,水喉潔具初階,星期一,11月01日,上午,10:00-4:30,全期11課,1小時30分,810元,729元,網上名額已滿
NK30230DQ,水喉潔具初階,星期一,12月06日,上午,10:00-4:30,全期11課,1小時30分,810元,729元,可接受報名
NK30231BQ,水喉潔具進階,星期三,11月03日,晚上,7:00-9:45,全期11課,1小時30分,840元,756元,可接受報名
LP30232D,家居水務維修實習速成班,星期日,10月31日,上午,10:00-5:00,全期1課,6小時,760元,684元,網上名額已滿
NK30226BQ,髹漆及裝飾技能(中工)測試實習班,星期六,11月06日,上午,10:00-5:15,全期5課,2小時30分,1340元,1206元,可接受報名
KR30229A,裝飾藝術-木器彩繪實習班,星期一,11月08日,晚上,7:15-9:45,全期4課,2小時30分,920元,828元,可接受報名
KV30230A,水喉潔具初階,星期四,10月21日,晚上,7:00-8:30,全期11課,1小時30分,810元,729元,網上名額已滿
KV30230C,水喉潔具初階,星期四,10月21日,晚上,8:40-10:10,全期11課,1小時30分,810元,729元,網上名額已滿
NK30230D,水喉潔具初階 *,星期四,12月02日,上午,10:00-5:00,全期11課,1小時30分,810元,729元,課程已取消
KV30231,水喉潔具進階,星期五,10月29日,晚上,6:55-8:25,全期11課,1小時30分,840元,756元,可接受報名
